"match_method","final_name","final_unit","final_barcode","final_price","price_note","seed_category_id","seed_subcategory_id","asnaf_name","asnaf_price","asnaf_unit","asnaf_barcode","karaz_name","karaz_category","karaz_price","karaz_link","karaz_image"
"karaz_barcode","FERRERO ROCHER ICECREAM X4","وحدة","8000500363515","43.99","karaz_product_adopted_latest","13","35","","","","","FERRERO ROCHER ICECREAM X4","البوظة","43.99","https://karaz.ps/shop/product/ferrero-rocher-icecream-x4/","https://karaz.ps/wp-content/uploads/2022/06/8000500363515-300x300.jpg"
"karaz_barcode","Ben & Jerry’s Chocolate Fudge Brownie بوظة بين اند جيري 500ml","وحدة","72989425","29.99","karaz_product_adopted_latest","13","35","","","","","Ben & Jerry’s Chocolate Fudge Brownie بوظة بين اند جيري 500ml","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-chocolate-fudge-brownie-%d8%a8%d9%88%d8%b8%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7%d9%86%d8%af-%d8%ac%d9%8a%d8%b1%d9%8a-500ml/","https://karaz.ps/wp-content/uploads/2022/06/72989425-300x300.jpg"
"karaz_barcode","Ben & Jerry’s Strawberry CheeseCake بوظة بين اند جيري 500ml","وحدة","076840400218","29.99","karaz_product_adopted_latest","13","35","","","","","Ben & Jerry’s Strawberry CheeseCake بوظة بين اند جيري 500ml","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-strawberry-cheesecake-%d8%a8%d9%88%d8%b8%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7%d9%86%d8%af-%d8%ac%d9%8a%d8%b1%d9%8a-500ml/","https://karaz.ps/wp-content/uploads/2022/06/076840400218-300x300.jpg"
"karaz_barcode","Ben & Jerry’s Dulce De Leche بوظة بين اند جيري 500ml","وحدة","72991886","29.99","karaz_product_adopted_latest","13","35","","","","","Ben & Jerry’s Dulce De Leche بوظة بين اند جيري 500ml","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-dulce-de-leche-%d8%a8%d9%88%d8%b8%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7%d9%86%d8%af-%d8%ac%d9%8a%d8%b1%d9%8a-500ml/","https://karaz.ps/wp-content/uploads/2022/06/72991886-300x300.jpg"
"karaz_barcode","BEN & JERRYS  COFFEE ICE CREAM","وحدة","768404001640","29.99","karaz_product_adopted_latest","13","35","","","","","BEN & JERRYS  COFFEE ICE CREAM","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-coffee-ice-cream/","https://karaz.ps/wp-content/uploads/2022/06/768404001640-300x300.jpg"
"karaz_barcode","Ben & Jerry’s Cookie’s & Cream بوظة بين اند جيري 500ml","وحدة","72986424","29.99","karaz_product_adopted_latest","13","35","","","","","Ben & Jerry’s Cookie’s & Cream بوظة بين اند جيري 500ml","البوظة","29.99","https://karaz.ps/shop/product/ben-jerrys-cookies-cream-%d8%a8%d9%88%d8%b8%d8%a9-%d8%a8%d9%8a%d9%86-%d8%a7%d9%86%d8%af-%d8%ac%d9%8a%d8%b1%d9%8a-500ml/","https://karaz.ps/wp-content/uploads/2022/06/72986424-300x300.jpg"
"karaz_barcode","Toblerone Ice Cream 65g","وحدة","8436575298825","11.99","karaz_product_adopted_latest","13","35","","","","","Toblerone Ice Cream 65g","البوظة","11.99","https://karaz.ps/shop/product/toblerone-ice-cream-65g/","https://karaz.ps/wp-content/uploads/2023/05/8436575298825-300x300.jpg"
"karaz_barcode","Toblerone Chocolate Cake 400g","وحدة","7312930002201","39.99","karaz_product_adopted_latest","13","35","","","","","Toblerone Chocolate Cake 400g","البوظة","39.99","https://karaz.ps/shop/product/toblerone-chocolate-cake-400g/","https://karaz.ps/wp-content/uploads/2023/04/7312930002201-300x300.jpg"
"karaz_barcode","SK Dried Mixed Berries 200g","وحدة","6253500662702","15.99","karaz_product_adopted_latest","11","30","","","","","SK Dried Mixed Berries 200g","العطارة و المكسرات","15.99","https://karaz.ps/shop/product/sk-dried-mixed-berries-200g/","https://karaz.ps/wp-content/uploads/2022/12/6253500662702-300x300.jpg"
"karaz_barcode","SK Chia Seeds 250g","وحدة","6253500662429","8.99","karaz_product_adopted_latest","11","30","","","","","SK Chia Seeds 250g","العطارة و المكسرات","8.99","https://karaz.ps/shop/product/sk-chia-seeds-250g/","https://karaz.ps/wp-content/uploads/2022/12/6253500662429-300x300.jpg"
"karaz_barcode","SK Maqlubeh Spice 100g","وحدة","6253500660395","7.99","karaz_product_adopted_latest","11","30","","","","","SK Maqlubeh Spice 100g","العطارة و المكسرات","7.99","https://karaz.ps/shop/product/sk-maqlubeh-spice-100g/","https://karaz.ps/wp-content/uploads/2022/12/6253500660395-300x300.jpg"
"karaz_barcode","MASLAMANI MIX NUTS 500G","وحدة","","31.99","karaz_product_adopted_latest","11","30","","","","","MASLAMANI MIX NUTS 500G","العطارة و المكسرات","31.99","https://karaz.ps/shop/product/maslamani-mix-nuts-500g/","https://karaz.ps/wp-content/uploads/woocommerce-placeholder-300x300.png"
"karaz_barcode","Saleh Khalaf Rough Desiccated Coconut 250g","وحدة","6253500661484","7.99","karaz_product_adopted_latest","11","30","","","","","Saleh Khalaf Rough Desiccated Coconut 250g","العطارة و المكسرات","7.99","https://karaz.ps/shop/product/saleh-khalaf-shredded-coconut-%d8%ac%d9%88%d8%b2-%d9%87%d9%86%d8%af-%d9%85%d8%a8%d8%b4%d9%88%d8%b1-250g/","https://karaz.ps/wp-content/uploads/2022/07/6253500661484-300x300.jpg"
"karaz_barcode","Saleh Khalaf Soft Desiccated Coconut 250g","وحدة","6253500662085","6.99","karaz_product_adopted_latest","11","30","","","","","Saleh Khalaf Soft Desiccated Coconut 250g","العطارة و المكسرات","6.99","https://karaz.ps/shop/product/saleh-khalaf-d-coconut-250g-%d8%ac%d9%88%d8%b2-%d9%87%d9%86%d8%af-%d8%ae%d8%b4%d9%86-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81/","https://karaz.ps/wp-content/uploads/2022/07/6253500662085-300x300.jpg"
"karaz_barcode","SK Slivered Almonds 250g","وحدة","6253500661385","18.99","karaz_product_adopted_latest","11","30","","","","","SK Slivered Almonds 250g","العطارة و المكسرات","18.99","https://karaz.ps/shop/product/saleh-khalaf-slivered-almonds-250g-%d9%84%d9%88%d8%b2-%d8%ad%d9%84%d9%88-%d9%85%d9%82%d8%b4%d9%88%d8%b1-%d9%85%d8%b4%d8%b1%d8%ad/","https://karaz.ps/wp-content/uploads/2022/07/6253500661385-300x300.jpg"
"karaz_barcode","SK Flax Seeds 250g","وحدة","6253500662474","6.99","karaz_product_adopted_latest","11","30","","","","","SK Flax Seeds 250g","العطارة و المكسرات","6.99","https://karaz.ps/shop/product/saleh-khalaf-flax-seeds-250g-%d8%a8%d8%b0%d9%88%d8%b1-%d8%a7%d9%84%d9%83%d8%aa%d8%a7%d9%86/","https://karaz.ps/wp-content/uploads/2022/07/6253500662474-300x300.jpg"
"karaz_barcode","SK Whole Shelled Almonds 250g","وحدة","6253500661378","15.99","karaz_product_adopted_latest","11","30","","","","","SK Whole Shelled Almonds 250g","العطارة و المكسرات","15.99","https://karaz.ps/shop/product/saleh-khalaf-whole-shelled-almonds-250g-%d9%84%d9%88%d8%b2-%d8%ad%d8%a8-%d8%ad%d9%84%d9%88-%d9%85%d9%82%d8%b4%d8%b1/","https://karaz.ps/wp-content/uploads/2022/07/6253500661378-300x300.jpg"
"karaz_barcode","SK White Quinoa Grain 250g","وحدة","6253500662412","8.99","karaz_product_adopted_latest","11","30","","","","","SK White Quinoa Grain 250g","العطارة و المكسرات","8.99","https://karaz.ps/shop/product/saleh-khalaf-quinoa-seeds-250g-%d8%ad%d8%a8%d9%88%d8%a8-%d8%a7%d9%84%d9%83%d9%8a%d9%86%d9%88%d8%a7-%d8%a7%d9%84%d8%a8%d9%8a%d8%b6%d8%a7%d8%a1/","https://karaz.ps/wp-content/uploads/2022/07/6253500662412-300x300.jpg"
"karaz_barcode","SK Shelled Walnuts 200g","وحدة","6253500661361","9.99","karaz_product_adopted_latest","11","30","","","","","SK Shelled Walnuts 200g","العطارة و المكسرات","9.99","https://karaz.ps/shop/product/saleh-khalaf-shelled-walnuts-250g/","https://karaz.ps/wp-content/uploads/2022/07/6253500661361-300x300.jpg"
"karaz_barcode","Taste Of Asia Unrefined Sesame Oil 150ml","وحدة","7290012911804","17.99","karaz_product_adopted_latest","11","30","","","","","Taste Of Asia Unrefined Sesame Oil 150ml","العطارة و المكسرات","17.99","https://karaz.ps/shop/product/taste-of-asia-unrefined-sesame-oil-asia-150-ml/","https://karaz.ps/wp-content/uploads/2022/07/7290012911804-300x300.jpg"
"karaz_barcode","Tvuot Cold Pressed Avocado Oil 250ml","وحدة","7290018338049","27.99","karaz_product_adopted_latest","11","30","","","","","Tvuot Cold Pressed Avocado Oil 250ml","العطارة و المكسرات","27.99","https://karaz.ps/shop/product/avocado-oil-250ml/","https://karaz.ps/wp-content/uploads/2022/07/7290018338049-300x300.jpg"
"karaz_barcode","Saleh Khalaf Seasoned Bread Crumbs 500g قرشلة مبهرة","وحدة","6253500662351","9.99","karaz_product_adopted_latest","11","30","","","","","Saleh Khalaf Seasoned Bread Crumbs 500g قرشلة مبهرة","العطارة و المكسرات","9.99","https://karaz.ps/shop/product/saleh-khalaf-white-beans-%d9%81%d8%a7%d8%b5%d9%88%d9%84%d9%8a%d8%a7%d8%a1-%d8%a8%d9%8a%d8%b6%d8%a7%d8%a1-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500662351-300x300.jpg"
"karaz_barcode","Alkhamael Moringa Powder 30g","وحدة","","24.99","karaz_product_adopted_latest","26","68","","","","","Alkhamael Moringa Powder 30g","الأعشاب","24.99","https://karaz.ps/shop/product/alkhamael-moringa-powder-30g/","https://karaz.ps/wp-content/uploads/woocommerce-placeholder-300x300.png"
"karaz_barcode","Saleh Khalaf Pop Corn بوشار صالح خلف 1 kg","وحدة","6253500661576","7.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Pop Corn بوشار صالح خلف 1 kg","البقوليات و البذور","7.99","https://karaz.ps/shop/product/saleh-khalaf-pop-corn-%d8%a8%d9%88%d8%b4%d8%a7%d8%b1-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1-kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661576-300x300.jpg"
"karaz_barcode","Saleh Khalaf Whole lentils عدس حب صالح خلف 1kg","وحدة","6253500661538","9.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Whole lentils عدس حب صالح خلف 1kg","البقوليات و البذور","9.99","https://karaz.ps/shop/product/saleh-khalaf-whole-lentils-%d8%b9%d8%af%d8%b3-%d8%ad%d8%a8-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661538-300x300.jpg"
"karaz_barcode","SK Tri-Color Quinoa 250g","وحدة","6253500662405","11.99","karaz_product_adopted_latest","11","32","","","","","SK Tri-Color Quinoa 250g","البقوليات و البذور","11.99","https://karaz.ps/shop/product/saleh-khalaf-quinoa-bean-mixture-%d8%ae%d9%84%d9%8a%d8%b7-%d8%ad%d8%a8%d9%88%d8%a8-%d8%a7%d9%84%d9%83%d9%8a%d9%86%d9%88%d8%a7-250g/","https://karaz.ps/wp-content/uploads/2022/07/6253500662405-300x300.jpg"
"karaz_barcode","Saleh Khalaf Lupine Sweet ترمس حلو صالح خلف 1kg","وحدة","6253500661590","9.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Lupine Sweet ترمس حلو صالح خلف 1kg","البقوليات و البذور","9.99","https://karaz.ps/shop/product/saleh-khalaf-lupine-sweet-%d8%aa%d8%b1%d9%85%d8%b3-%d8%ad%d9%84%d9%88-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661590-300x300.jpg"
"karaz_barcode","Saleh Khalaf Hulled Sunflower Seeds بذور دوالر الشمس مقشور 2505","وحدة","6253500662399","6.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Hulled Sunflower Seeds بذور دوالر الشمس مقشور 2505","البقوليات و البذور","6.99","https://karaz.ps/shop/product/saleh-khalaf-hulled-sunflower-seeds-%d8%a8%d8%b0%d9%88%d8%b1-%d8%af%d9%88%d8%a7%d9%84%d8%b1-%d8%a7%d9%84%d8%b4%d9%85%d8%b3-%d9%85%d9%82%d8%b4%d9%88%d8%b1-2505/","https://karaz.ps/wp-content/uploads/2022/07/6253500662399-300x300.jpg"
"karaz_barcode","SK Hulled Pumpkin Seeds 250g","وحدة","6253500662382","10.99","karaz_product_adopted_latest","11","32","","","","","SK Hulled Pumpkin Seeds 250g","البقوليات و البذور","10.99","https://karaz.ps/shop/product/saleh-khalaf-hulled-pumpkin-seeds-%d8%a8%d8%b0%d9%88%d8%b1-%d8%a7%d9%84%d9%82%d8%b1%d8%b9-%d9%85%d9%82%d8%b4%d9%88%d8%b1-250g/","https://karaz.ps/wp-content/uploads/2022/07/6253500662382-300x300.jpg"
"karaz_barcode","Saleh Khalaf Chickpea حمص حب صالح خلف 1kg","وحدة","6253500661552","10.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Chickpea حمص حب صالح خلف 1kg","البقوليات و البذور","10.99","https://karaz.ps/shop/product/saleh-khalaf-chickpea-%d8%ad%d9%85%d8%b5-%d8%ad%d8%a8-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661552-300x300.jpg"
"karaz_barcode","Saleh Khalaf Red lentils عدس مجروش صالح خلف 1kg","وحدة","6253500661521","10.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Red lentils عدس مجروش صالح خلف 1kg","البقوليات و البذور","10.99","https://karaz.ps/shop/product/saleh-khalaf-red-lentils-%d8%b9%d8%af%d8%b3-%d9%85%d8%ac%d8%b1%d9%88%d8%b4-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%81-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661521-300x300.jpg"
"karaz_barcode","SK Coarse Cracked Bulgur Wheat 1kg","وحدة","6253500661194","8.99","karaz_product_adopted_latest","11","32","","","","","SK Coarse Cracked Bulgur Wheat 1kg","البقوليات و البذور","8.99","https://karaz.ps/shop/product/saleh-khalaf-coarse-cracked-bulgur-wheat-%d8%a8%d8%b1%d8%ba%d9%84-%d9%82%d9%85%d8%ad-%d8%ae%d8%b4%d9%86-1kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661194-300x300.jpg"
"karaz_barcode","Saleh Khalaf Fine Cracked Bulgur Wheat برغل قمح ناعم صالح خلف1kg","وحدة","6253500661187","9.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Fine Cracked Bulgur Wheat برغل قمح ناعم صالح خلف1kg","البقوليات و البذور","9.99","https://karaz.ps/shop/product/saleh-khalaf-fine-cracked-bulgur-wheat-%d8%a8%d8%b1%d8%ba%d9%84-%d9%82%d9%85%d8%ad-%d9%86%d8%a7%d8%b9%d9%85-%d8%b5%d8%a7%d9%84%d8%ad-%d8%ae%d9%84%d9%811kg/","https://karaz.ps/wp-content/uploads/2022/07/6253500661187-300x300.jpg"
"karaz_barcode","Saleh Khalaf Mahlab Seeds بذور المحلب","وحدة","6253500661903","5.99","karaz_product_adopted_latest","11","32","","","","","Saleh Khalaf Mahlab Seeds بذور المحلب","البقوليات و البذور","5.99","https://karaz.ps/shop/product/saleh-khalaf-mahlab-seeds-%d8%a8%d8%b0%d9%88%d8%b1-%d8%a7%d9%84%d9%85%d8%ad%d9%84%d8%a8/","https://karaz.ps/wp-content/uploads/2022/07/6253500661903-300x300.jpg"
"karaz_barcode","Chatel Mustard خردل شاتيل – مطحون","وحدة","3335121604934","13.99","karaz_product_adopted_latest","4","11","","","","","Chatel Mustard خردل شاتيل – مطحون","الزيوت ومستخلصات طبيعية","13.99","https://karaz.ps/shop/product/chatel-mustard-%d8%ae%d8%b1%d8%af%d9%84-%d8%b4%d8%a7%d8%aa%d9%8a%d9%84-%d9%85%d8%b7%d8%ad%d9%88%d9%86/","https://karaz.ps/wp-content/uploads/2022/06/3335121604934-300x300.jpg"
"karaz_barcode","Hemani زيت الافوكادو 30ml","وحدة","8964000737675","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الافوكادو 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%a7%d9%81%d9%88%d9%83%d8%a7%d8%af%d9%88-30ml-2/","https://karaz.ps/wp-content/uploads/2022/06/8964000737675-1-300x300.jpg"
"karaz_barcode","Hemani زيت اللوز الحلو 30ml","وحدة","8964000114070","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت اللوز الحلو 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d9%84%d9%88%d8%b2-%d8%a7%d9%84%d8%ad%d9%84%d9%88-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114070-300x300.jpg"
"karaz_barcode","Hemani زيت الغليسيرين 30ml","وحدة","8964000267509","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الغليسيرين 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%ba%d9%84%d9%8a%d8%b3%d9%8a%d8%b1%d9%8a%d9%86-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000267509-300x300.jpg"
"karaz_barcode","Hemani زيت جوز الهند 30ml","وحدة","8964000114285","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت جوز الهند 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%ac%d9%88%d8%b2-%d8%a7%d9%84%d9%87%d9%86%d8%af-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114285-300x300.jpg"
"karaz_barcode","Hemani زيت الشاي الاخضر 30ml","وحدة","8964000737712","9.99","karaz_product_adopted_latest","18","48","","","","","Hemani زيت الشاي الاخضر 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%b4%d8%a7%d9%8a-%d8%a7%d9%84%d8%a7%d8%ae%d8%b6%d8%b1-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000737712-300x300.jpg"
"karaz_barcode","Hemani زيت جنين القمح 30ml","وحدة","8964000267264","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت جنين القمح 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%ac%d9%86%d9%8a%d9%86-%d8%a7%d9%84%d9%82%d9%85%d8%ad-30ml-2/","https://karaz.ps/wp-content/uploads/2022/06/8964000267264-1-300x300.jpg"
"karaz_barcode","Hermani زيت الجرجير 30ml","وحدة","8964000114063","9.99","karaz_product_adopted_latest","4","11","","","","","Hermani زيت الجرجير 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hermani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%ac%d8%b1%d8%ac%d9%8a%d8%b1-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114063-300x300.jpg"
"karaz_barcode","Hemani زيت الثوم 30ml","وحدة","8964000114155","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الثوم 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%ab%d9%88%d9%85-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114155-300x300.jpg"
"karaz_barcode","Hemani زيت الورد 30ml","وحدة","8964000390658","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الورد 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d9%88%d8%b1%d8%af-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000390658-300x300.jpg"
"karaz_barcode","Hemani زيت اللوز المر 30ml","وحدة","8964000114148","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت اللوز المر 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d9%84%d9%88%d8%b2-%d8%a7%d9%84%d9%85%d8%b1-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114148-300x300.jpg"
"karaz_barcode","Hemani زيت الحلبة 30ml","وحدة","8964000114100","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الحلبة 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%ad%d9%84%d8%a8%d8%a9-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000114100-300x300.jpg"
"karaz_barcode","Sanabel Castor Oil زيت الخروع 250ml","وحدة","6251093100632","9.99","karaz_product_adopted_latest","4","11","","","","","Sanabel Castor Oil زيت الخروع 250ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/sanabel-castor-oil-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%ae%d8%b1%d9%88%d8%b9-250ml/","https://karaz.ps/wp-content/uploads/2022/06/6251093100632-300x300.jpg"
"karaz_barcode","Hemani زيت الزنجبيل 30ml","وحدة","8964000267196","9.99","karaz_product_adopted_latest","4","11","","","","","Hemani زيت الزنجبيل 30ml","الزيوت ومستخلصات طبيعية","9.99","https://karaz.ps/shop/product/hemani-%d8%b2%d9%8a%d8%aa-%d8%a7%d9%84%d8%b2%d9%86%d8%ac%d8%a8%d9%8a%d9%84-30ml/","https://karaz.ps/wp-content/uploads/2022/06/8964000267196-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Cranberries توت كرانبري مجفف 200g","وحدة","6253500661262","11.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Dried Cranberries توت كرانبري مجفف 200g","الفاكهة المجففة","11.99","https://karaz.ps/shop/product/saleh-khalaf-dried-cranberries-%d8%aa%d9%88%d8%aa-%d9%83%d8%b1%d8%a7%d9%86%d8%a8%d8%b1%d9%8a-%d9%85%d8%ac%d9%81%d9%81-200g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661262-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Ginger Chunks قطع زنجبيل مجفف 200g","وحدة","6253500661316","11.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Dried Ginger Chunks قطع زنجبيل مجفف 200g","الفاكهة المجففة","11.99","https://karaz.ps/shop/product/saleh-khalaf-dried-ginger-chunks-%d9%82%d8%b7%d8%b9-%d8%b2%d9%86%d8%ac%d8%a8%d9%8a%d9%84-%d9%85%d8%ac%d9%81%d9%81-200g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661316-300x300.jpg"
"karaz_barcode","Saleh Khalaf Red Cherries كرز أحمر 250g","وحدة","6253500661286","13.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Red Cherries كرز أحمر 250g","الفاكهة المجففة","13.99","https://karaz.ps/shop/product/saleh-khalaf-red-cherries-%d9%83%d8%b1%d8%b2-%d8%a3%d8%ad%d9%85%d8%b1-250g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661286-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Apricots مشمش مجفف 250g","وحدة","6253500661231","16.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Dried Apricots مشمش مجفف 250g","الفاكهة المجففة","16.99","https://karaz.ps/shop/product/saleh-khalaf-dried-apricots-%d9%85%d8%b4%d9%85%d8%b4-%d9%85%d8%ac%d9%81%d9%81-250g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661231-300x300.jpg"
"karaz_barcode","SK Dried Kiwi 180g","وحدة","6253500662641","11.99","karaz_product_adopted_latest","26","68","","","","","SK Dried Kiwi 180g","الفاكهة المجففة","11.99","https://karaz.ps/shop/product/sk-dried-kiwi-180g/","https://karaz.ps/wp-content/uploads/2022/12/6253500662641-300x300.jpg"
"karaz_barcode","Sunsweet Dried Pitted Prunes 500g","وحدة","070450020873","29.99","karaz_product_adopted_latest","26","68","","","","","Sunsweet Dried Pitted Prunes 500g","الفاكهة المجففة","29.99","https://karaz.ps/shop/product/sunsweet-dried-pitted-prunes-500g/","https://karaz.ps/wp-content/uploads/2022/09/070450020873-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Pineapple Rings شرائح اناناس مجفف 200g","وحدة","6253500661682","11.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Dried Pineapple Rings شرائح اناناس مجفف 200g","الفاكهة المجففة","11.99","https://karaz.ps/shop/product/saleh-khalaf-dried-pineapple-rings-%d8%b4%d8%b1%d8%a7%d8%a6%d8%ad-%d8%a7%d9%86%d8%a7%d9%86%d8%a7%d8%b3-%d9%85%d8%ac%d9%81%d9%81-200g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661682-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Figs تين مجفف 250g","وحدة","6253500661255","11.99","karaz_product_adopted_latest","26","68","","","","","Saleh Khalaf Dried Figs تين مجفف 250g","الفاكهة المجففة","11.99","https://karaz.ps/shop/product/saleh-khalaf-dried-figs-%d8%aa%d9%8a%d9%86-%d9%85%d8%ac%d9%81%d9%81-250g/","https://karaz.ps/wp-content/uploads/2022/06/6253500661255-300x300.jpg"
"karaz_barcode","Saleh Khalaf Dried Fruits ‘N’ Nuts خلطة الفواكة المجففة بالمكسرات 200g","وحدة","6253500661309","13.99","karaz_product_adopted_latest","1","2","","","","","Saleh Khalaf Dried Fruits ‘N’ Nuts خلطة الفواكة المجففة بالمكسرات 200g","الفاكهة المجففة","13.99","https://karaz.ps/shop/product/saleh-khalaf-dried-fruits-n-nuts-%d8%ae%d9%84%d8%b7%d8%a9-%d8%a7%d9%84%d9%81%d9%88%d8%a7%d9%83%d8%a9-%d8%a7%d9%84%d9%85%d8%ac%d9%81%d9%81%d8%a9-%d8%a8%d8%a7%d9%84%d9%85%d9%83%d8%b3%d8%b1%d8%a7/","https://karaz.ps/wp-content/uploads/2022/06/6253500661309-300x300.jpg"
"karaz_barcode","محمص سعد المسلماني – مكسرات إكسترا 250g","وحدة","725995599512","17.99","karaz_product_adopted_latest","11","30","","","","","محمص سعد المسلماني – مكسرات إكسترا 250g","المكسرات المحمصة","17.99","https://karaz.ps/shop/product/%d9%85%d8%ad%d9%85%d8%b5-%d8%b3%d8%b9%d8%af-%d8%a7%d9%84%d9%85%d8%b3%d9%84%d9%85%d8%a7%d9%86%d9%8a-%d9%85%d9%83%d8%b3%d8%b1%d8%a7%d8%aa-%d8%a5%d9%83%d8%b3%d8%aa%d8%b1%d8%a7-250g-2/","https://karaz.ps/wp-content/uploads/2022/06/725995599512-1-300x300.jpg"
